Name,Rating,Rating Count,Category,Full Address,Phone Number,Source City,Scrape Date
Bake O' Bite ( Cakes . Patisserie . Chocolate ),4.9,30.0,Bakery and Cake Shop,"Shop No:1A, Bake O' Bite, 21st Maruaai mandir road, 16th Rd, Mumbai, Maharashtra 400052",091675 14096,Bommayapālaiyam,2025-04-03 06:33:59
Kosten Patisseries,4.8,103.0,Cake shop,"Shop No:1A, Bake O' Bite, 21st Maruaai mandir road, 16th Rd, Mumbai, Maharashtra 400052",091675 14096,Bommayapālaiyam,2025-04-03 06:33:59
Bake Ur Day... a Custom Cakery - Cake Shop in Ghatkopar,4.4,607.0,Bakery and Cake Shop,"Shop No. 8, Noor Mohammad compound, Lal Bahadur Shastri Marg, opposite Wadhwa The Address, near R City Mall, Amrut Nagar, Ghatkopar West, Mumbai, Maharashtra 400086",080808 00511,Bommayapālaiyam,2025-04-03 06:33:59
CHEESE CAKE VILLA,4.3,49.0,Bakery and Cake Shop,"Shop no 1 & 2, Shirke House, Hanuman Rd, Tirandaz, Powai, Mumbai, Maharashtra 400076",098670 28081,Bommayapālaiyam,2025-04-03 06:33:59
Cake O Cake,4.9,16.0,Cake shop,"Josh Nagar, Shop No.12, Sjk Compound, Khairani Rd, near Mallabar Hotel, Saki Naka, Mumbai, Maharashtra 400072",N/A,Bommayapālaiyam,2025-04-03 06:33:59
Mother's Choice Cakes,4.4,29.0,Bakery and Cake Shop,"Shop No. B/18, Mehrunisa Chawl, Near Jayesh Electronics, Pipe Line, Andheri - Ghatkopar Link Rd, Mohili Village, Pereira Wadi, Saki Naka, Mumbai, Maharashtra 400072",084335 69641,Bommayapālaiyam,2025-04-03 06:33:59
The Bake House Mumbai,5.0,43.0,Cake shop,"Jupitor CHS, near Parulekar Hospital, Sector 6, Airoli, Navi Mumbai, Maharashtra 400708",099873 43085,Bommayapālaiyam,2025-04-03 06:33:59
MINI BAKES,5.0,6.0,Cake shop,"Shop No 07 Road, No 01, Parksite Colony, Vikhroli West, Mumbai, Maharashtra 400079",084250 82102,Bommayapālaiyam,2025-04-03 06:33:59
MOREISH CAKES (Home Baker),5.0,13.0,Bakery and Cake Shop,"Marathon Embryo, Lake Rd, Bhandup West, Mumbai, Maharashtra 400078",N/A,Bommayapālaiyam,2025-04-03 06:33:59
Cake Gallery,4.8,37.0,Cake shop,"Shop no 15, Woodland Heights, Woodland Heights Cooperative Housing Society, Chandivali Farm Rd, opp. magnotape studio, Sangharsh Nagar, Chandivali, Andheri East, Mumbai, Maharashtra 400072",086899 40517,Bommayapālaiyam,2025-04-03 06:33:59
Treat Street by Bhakti,4.9,19.0,Cake shop,"1A, Raheja Vihar, Chandivali, Powai, Mumbai, Maharashtra 400072",088798 05769,Bommayapālaiyam,2025-04-03 06:33:59
Bombay Patisserie the cake shop,4.7,91.0,Bakery and Cake Shop,"Shop No.2, Building No. 40, Sargam CHS, Oshiwara Mhada Complex, New Link Rd, opp. Shreejee Restaurant, Andheri West, Mumbai, Maharashtra 400102",093218 99138,Bommayapālaiyam,2025-04-03 06:33:59
Fresh Bakery,3.8,35.0,Bakery and Cake Shop,"4WQC+W8Q, Hillside Community Hall Rd, Hanuman Tekdi, Kanjurmarg West, Bhandup West, Mumbai, Maharashtra 400078",N/A,Bommayapālaiyam,2025-04-03 06:33:59
Vienna Bakery,4.4,2252.0,Bakery and Cake Shop,"Church, 125, Vakola Pipe Lane, behind Saint Anthony Road, Siddharath Nagar, Santacruz East, Mumbai, Maharashtra 400055",083694 59055,Bommayapālaiyam,2025-04-03 06:33:59
Bakery Nation,4.4,271.0,Bakery and Cake Shop,"Vardhaman Market, Sector 17, Vashi, Navi Mumbai, Maharashtra 400703",091520 52085,Bommayapālaiyam,2025-04-03 06:33:59
Bangalore Iyangar Bakery & Cake Shop,2.0,3.0,Bakery and Cake Shop,"Vardhaman Market, Sector 17, Vashi, Navi Mumbai, Maharashtra 400703",091520 52085,Bommayapālaiyam,2025-04-03 06:33:59
O-cakes SakiVihar,4.7,159.0,Cake shop,"no7, SakiVihar, Shop no4, opp. L&T gate, Saki Vihar, Budhia Jadhav Wadi, Powai, Mumbai, Maharashtra 400072",080970 70148,Bommayapālaiyam,2025-04-03 06:33:59
THE CAKE GLAZE,4.7,31.0,Cake shop,"Shop No 5/14, Ram Niwas Gupta Chawl, Pipeline Rd, near fashion collection, Barnard Market, Pereira Wadi, Saki Naka, Mumbai, Maharashtra 400072",081085 76116,Bommayapālaiyam,2025-04-03 06:33:59
Bangalore Iyengar Bakery Parel,4.4,64.0,Bakery and Cake Shop,"Shop No 5/14, Ram Niwas Gupta Chawl, Pipeline Rd, near fashion collection, Barnard Market, Pereira Wadi, Saki Naka, Mumbai, Maharashtra 400072",081085 76116,Bommayapālaiyam,2025-04-03 06:33:59
St. Anthony's Bakery,4.3,2817.0,Bakery and Cake Shop,"shop no 1, Anthony Annex, Comrade Rajaram Vishnu Rawool Marg, Kolbad, Uthalsar, Thane West, Thane, Maharashtra 400601",091670 45526,Bommayapālaiyam,2025-04-03 06:33:59
"Theobroma Bakery and Cake Shop - Thane West-Viviana Mall, Thane",4.1,394.0,Cake shop,"shop no 1, Anthony Annex, Comrade Rajaram Vishnu Rawool Marg, Kolbad, Uthalsar, Thane West, Thane, Maharashtra 400601",091670 45526,Bommayapālaiyam,2025-04-03 06:33:59
Bangalore Sandwich and pizza,4.1,445.0,Bakery and Cake Shop,"Mayur Park Complex, 8, Kamothe Marg, Jui-Kamothe Sector - 36, Sector 36, Kamothe, Panvel, Navi Mumbai, Maharashtra 410209",086527 25853,Bommayapālaiyam,2025-04-03 06:33:59
The House of Bakers,3.1,124.0,Bakery and Cake Shop,"R Galleria, RUNWAL GREENS, 73, Mulund West, Mumbai, Maharashtra 400080",098925 12992,Bommayapālaiyam,2025-04-03 06:33:59
Bakes N More,5.0,16.0,Bakery and Cake Shop,"J 1002, MAYURESH PARK, Lake Rd, opp. Hind Rectifier Limited, Rajiv Gandhi Nagar, Bhandup West, Mumbai, Maharashtra 400078",098330 39146,Bommayapālaiyam,2025-04-03 06:33:59
Bombay Bizare Baker,4.3,58.0,Bakery and Cake Shop,"Jimmy Tower, Shop No:31, Gyan Vikas Road, Sector 18, Kopar Khairane, Navi Mumbai, Maharashtra 400709",N/A,Bommayapālaiyam,2025-04-03 06:33:59
Bangalore Iyengar's Bakery,4.7,62.0,Bakery and Cake Shop,"Vishal Corner, Sai Shraddha, Morning Walkers Association Marg, Nerul East, Sector 19, Nerul, Navi Mumbai, Maharashtra 400706",077383 42030,Bommayapālaiyam,2025-04-03 06:33:59
Cake Walk72,4.0,140.0,Bakery and Cake Shop,"Vishal Corner, Sai Shraddha, Morning Walkers Association Marg, Nerul East, Sector 19, Nerul, Navi Mumbai, Maharashtra 400706",077383 42030,Bommayapālaiyam,2025-04-03 06:33:59
Spenta Bakery,4.1,297.0,Bakery and Cake Shop,"Shop no 3 opp shanti smruti Shiv Shakti Nagar, Tunga, Chandivali, Powai, Mumbai, Maharashtra 400072",092229 12685,Bommayapālaiyam,2025-04-03 06:33:59
Palsaniya Bakerz and Confectionery,3.4,84.0,Bakery and Cake Shop,"Shop No 10, Rizvi Mansion Apt, Lady Jamshedji Rd, opp. axis bank, near Hotel Raafaes Dastarkhwan, Mahim West, Mumbai, Maharashtra 400016",074001 44447,Bommayapālaiyam,2025-04-03 06:33:59
The Bake Room,4.1,913.0,Bakery and Cake Shop,"Shop No. 28, Vikas Paradise, Bhakti Marg, Vardhman Nagar, Mulund West, Mumbai, Maharashtra 400080",097694 46444,Bommayapālaiyam,2025-04-03 06:33:59
Bake Ur Day a Custom Cakery - Cake Shop in Prabhadevi,4.6,324.0,Cake shop,"shop No.7 Suryoday CHS Dainik samna.Marg west, near samna press, Prabhadevi, Mumbai, Maharashtra 400025",N/A,Bommayapālaiyam,2025-04-03 06:33:59
Monginis Cake Shop Mumbra,4.7,557.0,Bakery and Cake Shop,"Shop No 17, TMC Building, Mumbai - Pune Rd, Shailesh Nagar, Old, Mumbra, Thane, Maharashtra 400612",084519 96873,Bommayapālaiyam,2025-04-03 06:33:59
Bangalore iyangar bakery,4.0,17.0,Cake shop,"Shop No 17, TMC Building, Mumbai - Pune Rd, Shailesh Nagar, Old, Mumbra, Thane, Maharashtra 400612",084519 96873,Bommayapālaiyam,2025-04-03 06:33:59
Banglore Iyengars Bakery,4.1,17.0,Bakery and Cake Shop,"Taloja phase 1. Sec 11. Plot number 18. Shop number 2. Om sai arcade, Taloja Phase 1 Rd, Maharashtra 410210",088793 61777,Bommayapālaiyam,2025-04-03 06:33:59
Bangalur iyengar bakery,3.0,2.0,Cake shop,"Shop No 7, pandit estate, Pandit Jawaharlal Nehru Rd, near railway station, Mulund West, Maharashtra 400080",086183 27015,Bommayapālaiyam,2025-04-03 06:33:59
Crumble Town Patisserie,5.0,7.0,Bakery and Cake Shop,"Shop No 7, pandit estate, Pandit Jawaharlal Nehru Rd, near railway station, Mulund West, Maharashtra 400080",086183 27015,Bommayapālaiyam,2025-04-03 06:33:59
New Persian Bakery.,4.3,123.0,Bakery and Cake Shop,"400014, St Paul St, behind the Hindamata Cinema, Dadar East, Mumbai, Maharashtra 400014",N/A,Bommayapālaiyam,2025-04-03 06:33:59
Bombay Bakery,5.0,3.0,Bakery and Cake Shop,"16, Dr Babasaheb Ambedkar Marg, Dadar East, Parel, Mumbai, Maharashtra 400012",080803 23284,Bommayapālaiyam,2025-04-03 06:33:59
Bread's Villa,4.2,173.0,Bakery and Cake Shop,"Shop no.2, chs, Nekjat Maratha Sadan, Tukaram Bhikaji Kadam Marg, near Vicky restaurant, Ghodapdeo, Byculla East, Chinchpokli, Mumbai, Maharashtra 400027",090820 03610,Bommayapālaiyam,2025-04-03 06:33:59
Maharashtra Bakery,4.2,10.0,Bakery and Cake Shop,"Opposite Shriram Mill Compound, Nehru Nagar, Lower Parel West, Mumbai, Maharashtra 400013",N/A,Bommayapālaiyam,2025-04-03 06:33:59
Bengaluru Iyanger's Bakery,2.0,3.0,Bakery and Cake Shop,"Ugam Complex, Jairam Tukaram Tandel Marg, Seawoods West, Sector 40, Seawoods, Navi Mumbai, Maharashtra 400706",N/A,Bommayapālaiyam,2025-04-03 06:33:59
Maharashtra Bakery And General Store,5.0,5.0,Bakery and Cake Shop,"Merry Billa House, near Rajkamal, Worli Village, Koliwada, Worli, Mumbai, Maharashtra 400030",099672 91920,Bommayapālaiyam,2025-04-03 06:33:59
City Bakery,4.3,4401.0,Bakery and Cake Shop,"Merry Billa House, near Rajkamal, Worli Village, Koliwada, Worli, Mumbai, Maharashtra 400030",099672 91920,Bommayapālaiyam,2025-04-03 06:33:59
Hybritz Happy Cakes,4.4,1156.0,Bakery and Cake Shop,"Plot No.226, Pragati Building, Sector 4, New Panvel East, Panvel, Navi Mumbai, Maharashtra 410206",093267 65070,Bommayapālaiyam,2025-04-03 06:33:59
Sheetal Sweets,4.4,1895.0,Indian sweets shop,"Shop Number 3, Ripon Apartment, Swami Vivekananda Rd, opposite Orbit Eye Hospital, Khoja Society, Vaishali Nagar, Jogeshwari West, Mumbai, Maharashtra 400102",091527 29523,Bommayapālaiyam,2025-04-03 06:33:59
Theobroma,4.4,3939.0,Bakery and Cake Shop,"Shop Number 3, Ripon Apartment, Swami Vivekananda Rd, opposite Orbit Eye Hospital, Khoja Society, Vaishali Nagar, Jogeshwari West, Mumbai, Maharashtra 400102",091527 29523,Bommayapālaiyam,2025-04-03 06:33:59
K’Keys Bakeys,4.6,15.0,Bakery and Cake Shop,"T Centre, Shop No.03/Hamza Residency, W.I, Bandar Rd, next to B.P Marine Academy, Old Panvel, Maharashtra 410206",098196 63687,Bommayapālaiyam,2025-04-03 06:33:59
Modern Bakery,3.9,32.0,Bakery and Cake Shop,"29-B, Zubeda Manjil, Shop No 1, B. j Devrukhkar Road, Dadar East, Mumbai, Maharashtra 400014",097735 48363,Bommayapālaiyam,2025-04-03 06:33:59
New Janta Bakery,3.7,6.0,Bakery and Cake Shop,"29-B, Zubeda Manjil, Shop No 1, B. j Devrukhkar Road, Dadar East, Mumbai, Maharashtra 400014",097735 48363,Bommayapālaiyam,2025-04-03 06:33:59
Novelty Bakery,3.8,5.0,Bakery and Cake Shop,"L/ 4, Dr E Moses Road, Near, Opposite Hindu Shamshan Bhomi, Veer Jijamata Nagar, Worli, Mumbai, Maharashtra 400018",N/A,Bommayapālaiyam,2025-04-03 06:33:59
Royal Bakery,4.3,96.0,Bakery and Cake Shop,"Shop Nimber 1, Plot Number 22, EV Regency, Sector 11, Kalamboli, Panvel, Navi Mumbai, Maharashtra 410218",080808 03631,Bommayapālaiyam,2025-04-03 06:33:59
Daily Bread N Foods,4.6,125.0,Bakery and Cake Shop,"Unit No.3 & 4, Pvt. Ltd, Aabeearr Industrial Estate, behind Mahindra Towers, Lower Parel West, Worli, Mumbai, Maharashtra 400013",022 2496 4158,Bommayapālaiyam,2025-04-03 06:33:59
Famous Bakeri,5.0,1.0,Bakery and Cake Shop,"Unit No.3 & 4, Pvt. Ltd, Aabeearr Industrial Estate, behind Mahindra Towers, Lower Parel West, Worli, Mumbai, Maharashtra 400013",022 2496 4158,Bommayapālaiyam,2025-04-03 06:33:59
Cocoamaya,4.1,55.0,Bakery and Cake Shop,"Plot89, Shivai Dongre Industrial Premises co-op Soc Ltd, 89, Andheri - Kurla Rd, Saki Naka, Mumbai, Maharashtra 400072",098193 00124,Bommayapālaiyam,2025-04-03 06:33:59
"The Bakesmith Cakes,Cookies and More",4.9,87.0,Bakery and Cake Shop,"Plot89, Shivai Dongre Industrial Premises co-op Soc Ltd, 89, Andheri - Kurla Rd, Saki Naka, Mumbai, Maharashtra 400072",098193 00124,Bommayapālaiyam,2025-04-03 06:33:59
Only Muffins,4.9,18.0,Bakery and Cake Shop,"WING-D, MIDC, Rd Number 11, opp. Hotel Bindra Supremacy, Subhash Nagar, Andheri East, Mumbai, Maharashtra 400093",N/A,Bommayapālaiyam,2025-04-03 06:33:59
Five Star Bakery,4.5,2.0,Bakery and Cake Shop,"E, Khairani Rd, GM Colony, Yadav Nagar, Chandivali, Saki Naka, Mumbai, Maharashtra 400072",022 6510 2140,Bommayapālaiyam,2025-04-03 06:33:59
NEW MAHARASHTRA BAKERY & STORE,3.8,27.0,Bakery and Cake Shop,"E, Khairani Rd, GM Colony, Yadav Nagar, Chandivali, Saki Naka, Mumbai, Maharashtra 400072",022 6510 2140,Bommayapālaiyam,2025-04-03 06:33:59
Sugar Leaven Patisserie (Bakery and Cake shop),5.0,62.0,Bakery and Cake Shop,"JONQUILLE, Nahar Amrit Shakti, Chandivali, Powai, Mumbai, Maharashtra 400072",087000 81249,Gundūr,2025-04-03 06:42:18
Bakewill's Bakery and Cafe,4.3,188.0,Bakery and Cake Shop,"Shop no.11, Amaryllis Tower, Nahar Amrit Shakti, LOK Milan Colony, Chandivali, Powai, Mumbai, Maharashtra 400072",077386 29996,Gundūr,2025-04-03 06:42:18
SugarSins Pastry Shop and Cafe,5.0,25.0,Bakery and Cake Shop,"SugarSins, shop no 004, Parijat towers, Saki Vihar Rd, Muranjan Wadi, Marol, Andheri East, Mumbai, Maharashtra 400072",083696 57140,Gundūr,2025-04-03 06:42:18
TASTEBUDS CAKES N BAKES,5.0,225.0,Bakery and Cake Shop,"Flat No. H304 Sameer IIT Campus, Powai, Mumbai, Maharashtra 400076",089288 69955,Gundūr,2025-04-03 06:42:18
Fantasy The Cake Shop,4.9,184.0,Cake shop,"Shop no.4, Cinderella Bldg, A Wing, Main Gate Rd, opp. IIT, next to Hiranandani Hospital, BSNL Colony, Powai, Mumbai, Maharashtra 400076",098202 30132,Gundūr,2025-04-03 06:42:18
Noor Bakers,4.4,61.0,Bakery and Cake Shop,"Shop No: 1, Military Rd, near Raja Hotel, Sankara Nagar, Bhavani Nagar, Marol, Andheri East, Mumbai, Maharashtra 400059",099204 35554,Gundūr,2025-04-03 06:42:18
Pinka Bake House,4.9,401.0,Cake shop,"Ground Floor, Galleria Shopping Mall, near rainbow juice center, Hiranandani Gardens, Panchkutir Ganesh Nagar, Powai, Mumbai, Maharashtra 400076",086526 64108,Gundūr,2025-04-03 06:42:18
"Bakesmith Cakes, Cookies and More",5.0,32.0,Bakery and Cake Shop,"Shop no 2, laxmi niwas, IIT main gate, Gokhale Nagar, Tirandaz, Powai, Mumbai, Maharashtra 400076",091524 69941,Gundūr,2025-04-03 06:42:18
Gluttony - Over Indulgence,4.8,803.0,Cake shop,"near The Lalit Hotel, Navpada, Marol, Andheri East, Mumbai, Maharashtra 400059",091671 10451,Gundūr,2025-04-03 06:42:18
Cake Gallery,4.8,37.0,Cake shop,"Shop no 15, Woodland Heights, Woodland Heights Cooperative Housing Society, Chandivali Farm Rd, opp. magnotape studio, Sangharsh Nagar, Chandivali, Andheri East, Mumbai, Maharashtra 400072",086899 40517,Gundūr,2025-04-03 06:42:18
Janta Bakers,4.0,597.0,Bakery and Cake Shop,"Shop No 16, B, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",099206 37621,Gundūr,2025-04-03 06:42:18
SK Bakery shop,3.9,8.0,Bakery and Cake Shop,"4V9V+V2R, Kriyado Wadi,Tunga Village Powai, Saki Vihar Rd, Andheri East, Mumbai, Maharashtra 400072",088791 61899,Gundūr,2025-04-03 06:42:18
Nature's Bake,4.4,48.0,Bakery and Cake Shop,"28-31, Orchard Ave, Panchkutir Ganesh Nagar, Powai, Mumbai, Maharashtra 400076",099201 45311,Gundūr,2025-04-03 06:42:18
Bangalore Iyangar's Bakery,4.4,17.0,Bakery and Cake Shop,"Kailash Nagar, Mayur Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",083108 23841,Gundūr,2025-04-03 06:42:18
Famous Bakery & General Store,5.0,1.0,Bakery and Cake Shop,"Near, Shop No,3915. Ambedkar Nagar, Hari Masjid Gali, Jarimari, Police Chowki, Mumbai, Maharashtra 400072",098677 97380,Gundūr,2025-04-03 06:42:18
Bangalore Iyengar's Bakery Powai Cakes,3.8,96.0,Bakery and Cake Shop,"4V6W+RW8, Nahar's Amrit Shakti Rd, Nahar Amrit Shakti, MHADA Colony, Chandivali, Powai, Mumbai, Maharashtra 400072",084335 93114,Gundūr,2025-04-03 06:42:18
Birdy's Bakery & Patisserie,4.2,169.0,Bakery and Cake Shop,"Lake Club, Lake Homes, Complex, Chandivali Farm Rd, Powai, Mumbai, Maharashtra 400076",098565 49856,Gundūr,2025-04-03 06:42:18
Cakes & Rolls,4.2,1401.0,Bakery and Cake Shop,"shop no. 9, plot no. 18, Marol Maroshi Rd, Bhavani Nagar, Marol, Andheri East, Mumbai, Maharashtra 400059",099206 97564,Gundūr,2025-04-03 06:42:18
Israel town cake shop,4.8,51.0,Bakery and Cake Shop,"Shop no 2, isarel town cake shop, nr. Renault service, Yadav Nagar, Chandivali, Saki Naka, Mumbai, Maharashtra 400072",090290 39887,Gundūr,2025-04-03 06:42:18
Doughrist,4.8,39.0,Cake shop,"Veera Desai Rd, near Chitralekha Herritage, off Fun Republic Road, Veera Desai Industrial Estate, Andheri West, Mumbai, Maharashtra 400053",094594 59791,Gundūr,2025-04-03 06:42:18
Kosten Patisseries,4.8,103.0,Cake shop,"Unit No 6, Darbar Restaurant, Bhavani Ind CHS, IIT Market, next to Powai, Gokhale Nagar, Tirandaz, Powai, Mumbai, Maharashtra 400076",099308 44300,Gundūr,2025-04-03 06:42:18
Taste Of Heaven,5.0,62.0,Bakery and Cake Shop,"Venus Apartment, Suncity Housing, Mercury CHS, Ramabai Ambedkar Nagar, Powai, Mumbai, Maharashtra 400076",098677 65868,Gundūr,2025-04-03 06:42:18
The Modern Bakasur,5.0,51.0,Bakery and Cake Shop,"Hanuman Rd, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057",N/A,Gundūr,2025-04-03 06:42:18
Elementaria Bakery Cafe,4.3,37.0,Bakery and Cake Shop,"DAFFODIL BUILDING, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",074004 50175,Gundūr,2025-04-03 06:42:18
Orange Cakes and Bakers,4.6,45.0,Cake shop,"Shop Number 2 PRABHAT WADI JAGANNATH MANDIR SATYA NAGAR ROAD MOHILI VILLAGE, SAKINAKA, Andheri East, Mumbai, Maharashtra 400072",098330 87736,Gundūr,2025-04-03 06:42:18
Monginis Cake Shop,4.3,399.0,Cake shop,"Ground Floor, Prashant Apartments, No E1, opposite IIT Main Gate, Powai, Mumbai, Maharashtra 400076",022 2578 2415,Gundūr,2025-04-03 06:42:18
"Theobroma Bakery and Cake Shop - Powai, Mumbai",4.4,4026.0,Cake shop,"SHOP NUMBER 8, GROUND FLOOR, Central Ave, next to Kotak Bank, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",081828 81881,Gundūr,2025-04-03 06:42:18
Bir Bakers,5.0,19.0,Bakery and Cake Shop,"Hsg. Soc, Sukh Shanti Complex, Shop no. C/1, Saki Vihar Rd, Tunga Village, Powai, Mumbai, Maharashtra 400072",098555 71222,Gundūr,2025-04-03 06:42:18
Asif Bakery Stores,4.6,5.0,Bakery and Cake Shop,"4V3H+WGF, Agarwal Nagar, Opp Cruis Bunglow, Chimantpada, Marol Naka, Andheri E, Mumbai, Maharashtra 400059",080803 08857,Gundūr,2025-04-03 06:42:18
Shree Sai Nand Bakery,3.9,9.0,Bakery and Cake Shop,"Shop No. 23/A, 23, Ceasar Rd, Sai Estate, Amboli, Navneeth Colony, Andheri West, Mumbai, Maharashtra 400058",N/A,Gundūr,2025-04-03 06:42:18
City Bakery,4.0,610.0,Bakery and Cake Shop,"Rajendra Kamble Rd, Siddharath Nagar, Vakola, Santacruz East, Mumbai, Maharashtra 400055",093230 13255,Gundūr,2025-04-03 06:42:18
CHEESE CAKE VILLA,4.3,49.0,Bakery and Cake Shop,"Shop no 1 & 2, Shirke House, Hanuman Rd, Tirandaz, Powai, Mumbai, Maharashtra 400076",098670 28081,Gundūr,2025-04-03 06:42:18
The HappyGut Microbakery,5.0,3.0,Bakery and Cake Shop,"Lake Homes Private Rd, MHADA Colony 20, Powai, Mumbai, Maharashtra 400076",N/A,Gundūr,2025-04-03 06:42:18
Sweet County Powai,4.0,66.0,Bakery and Cake Shop,"Shop No.9, Ground, Galleria Shopping Mall, Hiranandani Gardens, Panchkutir Ganesh Nagar, Powai, Mumbai, Maharashtra 400076",096194 44744,Gundūr,2025-04-03 06:42:18
Ribbons & Balloons - The Cake Shop,3.9,283.0,Bakery and Cake Shop,"Shop No-60, Galleria, Hiranandani Gardens, Panchkutir Ganesh Nagar, Powai, Mumbai, Maharashtra 400076",098334 56478,Gundūr,2025-04-03 06:42:18
Sin City Cakes And Bakes,4.4,192.0,Bakery and Cake Shop,"Hotel, JP Rd, next to Raj Palace, Sahayog Society, Ganesh Nagar, Munshi Nagar, Andheri West, Mumbai, Maharashtra 400053",081042 44959,Gundūr,2025-04-03 06:42:18
Cafe 92,5.0,1.0,Bakery and Cake Shop,"Iit Bombay Staff Cooperative Housing Society Singharam, MHADA Colony 20, Powai, Mumbai, Maharashtra 400076",N/A,Gundūr,2025-04-03 06:42:18
D Cake Shop,4.9,12.0,Bakery and Cake Shop,"Bldg no.2, ganeshwadi, near Akruti Star, Kondivita, Andheri East, Mumbai, Maharashtra 400093",N/A,Gundūr,2025-04-03 06:42:18
SAINATH BEKERY STORE,5.0,5.0,Bakery and Cake Shop,"Datta Jagdamba Mandir Marg, Radha Krishna Nagar, Aghadi Nagar, Andheri East, Mumbai, Maharashtra 400093",N/A,Gundūr,2025-04-03 06:42:18
The Artful Baker - Mehra Centre,5.0,2.0,Bakery and Cake Shop,"Gate 4, Mehra Centre, Plot 5, Krishanlal Marwah Marg, opposite Tata Power, Marol, Andheri East, Mumbai, Maharashtra 400072",077009 49565,Gundūr,2025-04-03 06:42:18
24 Pie,4.2,18.0,Bakery and Cake Shop,"Eden II, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076",N/A,Gundūr,2025-04-03 06:42:18
Bombay Bakery And General Stores,4.0,12.0,Bakery and Cake Shop,"3VWQ+24Q City Medical, Dosti Enclave, 90 Feet Rd, next to Janhit Chemist, near Sathi D'Souza Nagar, LBS Nagar, Ashok Nagar, Saki Naka, Mumbai, Maharashtra 400072",N/A,Gundūr,2025-04-03 06:42:18
The Mad Batter Studio,5.0,41.0,Bakery and Cake Shop,"Cluster_mumbai Suburban_417 Parameshwar Dutta-E, Cluster_mumbai Suburban_417, 71, RB Mehta Marg, Sindhu Wadi, Ghatkopar East, Mumbai, Maharashtra 400077",091679 61850,Gundūr,2025-04-03 06:42:18
Famous Bakery,,,Bakery and Cake Shop,"5, Kondivita, Andheri East, Mumbai, Maharashtra 400069",097698 39246,Gundūr,2025-04-03 06:42:18
The Bakery Shop,4.0,12.0,Bakery and Cake Shop,"Hotel Sahara Star, Nehru Rd Chhatrapati Shivaji International Airport Area, Vile Parle, Mumbai, Maharashtra 400099",022 3980 7152,Gundūr,2025-04-03 06:42:18
Bhaskar Bakery,4.1,8.0,Bakery and Cake Shop,"Shree Gangour Sweets, Supreme Shopping Center, 16, Cross Rd Number 9, Gulmohar Colony, Juhu, Mumbai, Maharashtra 400049",088983 24101,Gundūr,2025-04-03 06:42:18
Yugaas Cake And Bakery,4.9,38.0,Bakery and Cake Shop,"2, Vidhyasagar Seawoods West Navi Mumbai, Mumbai, Maharashtra 400706",099876 56700,Gundūr,2025-04-03 06:42:18
English Star Bakery,5.0,2.0,Bakery and Cake Shop,"No.15, Baptista Rd, LIC Colony, Suresh Colony, Vile Parle West, Mumbai, Maharashtra 400056",098676 17178,Gundūr,2025-04-03 06:42:18
The House of Bakers,3.1,124.0,Bakery and Cake Shop,"R Galleria, RUNWAL GREENS, 73, Mulund West, Mumbai, Maharashtra 400080",098925 12992,Gundūr,2025-04-03 06:42:18
Bangalore Iyengar's Bakery,4.7,62.0,Bakery and Cake Shop,"Vishal Corner, Sai Shraddha, Morning Walkers Association Marg, Nerul East, Sector 19, Nerul, Navi Mumbai, Maharashtra 400706",077383 42030,Gundūr,2025-04-03 06:42:18
Gulshan Bakery,4.3,42.0,Bakery and Cake Shop,"Sukhlaji Marg, Chhota Sonapur, Siddharth Nagar, Kamathipura, Mumbai, Maharashtra 400008",N/A,Gundūr,2025-04-03 06:42:18
The Baker's Cafe,3.0,2.0,Bakery and Cake Shop,"5, Ground, Hotel Kings International, Compound, Juhu Tara Rd, Juhu, Mumbai, Maharashtra 400049",090046 33515,Gundūr,2025-04-03 06:42:18
Super Bakery And Stores,4.3,224.0,Bakery and Cake Shop,"9-B, Seth Motishah Ln, Hathibaug, Byculla East, Mazgaon, Mumbai, Maharashtra 400010",N/A,Gundūr,2025-04-03 06:42:18
Bake for mee cake shop (Live Kitchen),5.0,107.0,Cake shop,"Shop No.9, New Horizon CHS, Nerul, near Navratna Hotel, Sector 46, Seawoods, Navi Mumbai, Maharashtra 400706",089765 13031,Gundūr,2025-04-03 06:42:18
Iyengar Bakery,4.5,4.0,Bakery and Cake Shop,"Fairlawn Cooperative Housing Society, Parmanu Lan Marg, Nandanvan Society, Sector 17, Nerul, Navi Mumbai, Maharashtra 400706",N/A,Gundūr,2025-04-03 06:42:18
Sainath Bakery (Shiravane),4.2,142.0,Bakery and Cake Shop,"12, Swatantrata Senani Marg, Sector 1, Shiravane, Nerul, Navi Mumbai, Maharashtra 400706",N/A,Gundūr,2025-04-03 06:42:18
Shidheshwar bakery & The baking point,4.0,2.0,Bakery and Cake Shop,"Sector-18 shiv shankar mandir road shop number 48 Shiv Shankar mandir road, Nerul West, Navi Mumbai, Maharashtra 400706",N/A,Gundūr,2025-04-03 06:42:18
